4 508
D:508 504 505
D:508 505 506
D:508 505 508
D:508 504 505
D:508 504 508
D:508 504 508
D:509 504 508
D:508 504 504
D:508 504 505
D:508 502 507
D:508 502 506
D:508 504 504
D:508 504 506
D:508 504 505
D:508 504 505
D:505 504 504
D:508 504 504
D:508 504 504
D:508 502 504
D:506 504 504
D:508 504 504
D:508 504 504
D:508 505 504
D:508 508 504
D:508 505 504
D:508 505 504
D:507 504 499
D:505 505 499
D:504 506 499
D:506 505 502
D:507 505 499
D:505 504 499
D:505 504 502
D:507 504 504
D:508 504 502
D:507 504 502
D:506 504 504
D:506 504 504
D:506 504 504
D:507 505 504
D:508 505 504
D:508 504 504
D:508 504 507
D:508 502 509
D:510 504 508
D:510 504 504
D:508 504 504
D:508 505 504
D:508 504 505
D:508 504 506
D:508 504 508
D:508 505 508
D:510 505 508
D:510 504 508
D:510 505 508
D:510 504 508
I:a b c
D:508 504 508
D:508 502 505
D:508 504 504
D:508 504 504
D:508 504 504
D:508 504 504
D:508 504 504
D:508 504 504
D:508 504 504
D:508 504 504
D:508 504 504
D:508 504 504
D:508 504 504
D:508 504 504
D:508 504 504
D:508 504 501
D:504 504 499
D:504 504 499
D:504 504 500
D:504 505 502
D:505 504 501
D:507 504 502
D:506 505 502
D:507 505 504
D:508 505 504
D:508 504 504
D:508 504 504
D:507 505 504
D:507 505 504
D:508 505 504
D:508 505 504
D:508 504 504
D:508 504 504
D:508 505 504
D:508 504 502
D:508 504 502
D:509 504 505
D:508 504 508
D:510 504 508
D:510 504 508
D:510 504 507
D:510 504 506
D:508 504 507
D:509 504 508
D:510 504 504
D:508 505 505
D:508 504 505
D:508 504 505
D:508 504 504
D:508 504 504
D:508 500 504
D:508 504 504
D:508 504 505
D:508 504 504
D:508 504 504
D:508 504 504
D:508 504 504
D:506 504 499
D:505 508 500
D:505 504 502
D:504 505 502
D:505 505 502
D:507 504 502
D:505 504 502
D:505 504 502
D:505 504 504
D:506 504 502
D:505 504 501
D:507 504 502
D:505 504 504
D:508 504 504
D:508 504 504
D:508 504 502
D:507 504 504
D:507 504 504
D:507 504 504
D:508 504 504
D:508 504 504
D:506 505 504
D:505 504 504
D:507 504 504
D:508 504 505
D:510 504 508
D:510 504 510
D:511 504 510
D:511 504 509
D:510 508 508
D:508 509 508
D:508 508 508
D:508 505 508
D:508 504 507
D:510 504 506
D:508 504 507
D:508 505 507
D:508 504 506
D:508 504 504
D:508 504 504
D:508 504 505
D:508 502 505
D:508 504 505
I:a b c
D:505 504 501
D:504 504 502
D:504 504 502
D:505 505 502
D:505 504 500
D:505 504 502
D:505 504 502
D:505 504 502
D:505 504 504
D:506 504 502
D:505 504 504
D:504 504 504
D:505 504 504
D:505 504 502
D:506 504 504
D:506 504 504
D:505 504 504
D:508 504 504
D:508 504 502
D:506 504 504
D:507 504 504
D:508 504 504
D:508 504 504
D:508 504 502
D:508 504 504
D:508 504 505
D:510 504 506
D:511 504 505
D:510 502 505
D:508 501 506
D:507 504 508
D:508 504 505
D:510 504 505
D:508 504 505
D:508 502 508
D:508 504 505
D:508 504 505
D:508 504 504
D:508 504 505
D:508 504 505
D:507 504 505
D:508 505 504
D:508 506 504
D:507 504 502
D:505 504 504
D:508 504 500
D:506 504 499
D:504 505 499
D:504 505 504
D:508 505 504
D:508 504 502
D:508 504 501
D:507 504 500
D:505 504 502
D:505 504 504
D:506 505 502
D:506 505 502
D:506 505 504
D:507 504 504
D:507 504 504
D:508 504 504
D:508 504 504
D:507 504 504
D:508 505 504
D:508 504 504
D:508 504 504
D:508 504 504
D:507 504 504
D:508 505 504
D:508 508 504
D:508 508 506
D:508 505 510
D:510 507 510
D:510 504 508
D:511 504 508
D:510 504 505
D:510 504 508
D:510 504 508
D:510 504 505
D:508 505 506
D:508 504 505
D:508 505 505
D:508 504 506
D:509 504 505
D:508 505 507
D:508 505 505
D:508 505 508
D:510 508 508
D:511 504 505
D:508 505 504
D:506 505 504
D:506 504 504
D:505 504 501
D:504 504 500
D:504 504 502
D:506 502 504
D:508 504 504
D:508 504 502
D:506 502 504
D:505 502 504
I:a b c
D:505 504 504
D:506 504 504
D:506 504 504
D:506 504 504
D:508 504 504
D:506 505 504
D:508 508 504
D:508 505 505
D:508 505 504
D:507 505 504
D:508 504 504
D:508 504 504
D:507 505 504
D:505 505 505
D:507 504 505
D:508 504 507
D:508 504 508
D:510 502 508
D:510 504 508
D:510 504 508
D:510 504 507
D:508 504 506
D:508 504 505
D:508 506 506
D:508 505 505
D:508 508 504
D:508 508 504
D:508 508 505
D:508 506 505
D:508 506 504
D:508 505 504
D:508 504 504
D:508 504 504
D:508 504 504
D:508 504 502
D:505 504 499
D:504 506 502
D:504 508 502
D:506 508 502
D:505 505 500
D:505 504 501
D:505 504 504
D:505 504 504
D:506 504 502
D:505 504 502
D:505 501 504
D:505 502 504
D:505 502 504
D:507 502 504
D:506 504 504
D:506 504 504
D:507 504 505
D:508 504 505
D:508 504 504
D:507 504 504
D:506 504 504
D:508 504 504
D:508 504 504
D:507 504 504
D:508 504 505
D:510 504 508
D:510 504 508
D:510 504 508
D:510 504 508
D:510 502 508
D:509 504 508
D:508 504 505
D:508 502 504
D:508 502 504
D:508 504 505
D:508 504 504
D:508 504 504
D:508 504 504
D:508 504 504
D:508 505 504
D:508 506 504
D:508 508 504
D:507 504 504
D:506 505 504
D:508 504 502
D:505 504 501
D:505 504 500
D:504 504 500
D:504 504 504
D:505 504 501
D:505 504 500
D:505 504 500
D:505 504 502
D:505 504 504
D:505 504 504
D:505 504 502
D:505 504 504
D:505 504 504
D:508 504 504
D:508 504 502
D:508 504 504
D:507 504 504
D:506 504 504
D:508 504 504
D:506 504 504
I:a b c
D:508 504 504
D:505 504 505
D:505 504 504
D:508 504 508
D:508 504 510
D:510 504 510
D:509 504 511
D:508 504 510
D:510 504 508
D:508 504 508
D:510 504 508
D:508 505 507
D:508 507 505
D:508 505 505
D:509 505 505
D:508 506 505
D:508 505 507
D:508 504 505
D:508 504 504
D:508 504 504
D:508 505 508
D:508 505 504
D:506 504 502
D:505 504 504
D:505 500 504
D:504 504 502
D:504 504 500
D:504 504 504
D:505 502 502
D:504 504 501
D:506 504 502
D:508 504 502
D:508 504 504
D:505 505 504
D:505 504 504
D:505 505 504
D:506 504 504
D:508 504 504
D:507 504 504
D:508 504 504
D:508 504 504
D:508 504 504
D:507 504 504
D:507 504 505
D:508 504 505
D:507 504 504
D:507 504 504
D:508 504 505
D:508 505 506
D:508 504 510
D:510 505 510
D:511 504 511
D:510 504 510
D:510 505 510
D:510 502 508
D:510 504 508
D:510 504 505
D:510 502 506
D:508 504 504
D:508 502 504
D:508 504 504
D:508 504 508
D:508 504 508
D:508 505 506
D:509 505 504
D:508 504 504
D:508 504 504
D:508 505 502
D:508 504 504
D:507 504 500
D:505 504 500
D:504 504 500
D:505 504 500
D:506 505 502
D:505 508 502
D:505 507 504
D:504 505 504
D:506 504 504
D:508 505 504
D:505 504 502
D:505 504 504
D:507 504 504
D:508 504 504
D:508 502 502
D:505 504 504
D:506 504 504
D:508 502 504
D:508 504 504
D:508 504 504
D:508 504 508
D:508 506 505
D:508 505 504
D:510 504 504
D:511 505 510
D:512 504 508
D:511 505 510
D:511 506 512
D:515 505 511
D:510 502 512
D:512 504 512
I:a b c
D:510 504 505
D:510 504 505
D:508 504 505
D:509 505 506
D:509 507 508
D:510 504 505
D:508 504 504
D:508 504 505
D:510 508 510
D:512 507 504
D:510 508 505
D:508 510 506
D:510 509 507
D:508 505 504
D:509 508 504
D:508 506 499
D:508 508 502
D:508 508 504
D:508 509 504
D:506 508 504
D:505 504 502
D:505 505 501
D:504 505 502
D:504 505 504
D:505 507 499
D:505 504 502
D:505 504 504
D:505 504 504
D:508 504 504
D:508 504 502
D:505 504 504
D:507 504 504
D:505 507 504
D:506 504 504
D:507 504 504
D:508 504 504
D:508 505 504
D:508 505 504
D:508 504 505
D:510 504 508
D:510 504 510
D:511 505 508
D:510 504 508
D:510 504 508
D:508 504 508
D:508 504 508
D:508 504 508
D:508 504 505
D:508 505 504
D:508 505 505
D:508 504 505
D:510 504 502
D:508 505 504
D:508 505 504
D:508 505 505
D:508 504 504
D:508 502 502
D:508 504 504
D:507 504 500
D:505 505 502
D:505 504 499
D:504 508 500
D:504 515 504
D:504 511 501
D:505 500 500
D:505 497 502
D:505 496 502
D:505 499 504
D:505 505 505
D:505 523 504
D:505 510 504
D:507 527 504
D:506 515 502
D:505 476 504
D:508 488 504
D:506 511 504
D:507 498 504
D:508 492 504
D:508 480 504
D:508 493 505
D:508 512 508
D:510 526 511
D:508 514 511
D:508 496 504
D:508 497 515
D:508 519 508
D:510 505 508
D:508 511 504
D:508 510 506
D:508 478 502
D:508 489 502
D:508 528 506
D:508 566 511
D:510 569 512
D:511 560 511
D:510 458 505
D:508 453 497
D:504 467 494
D:504 508 496
D:504 490 502
I:a b c
D:504 534 504
D:507 504 508
D:508 475 501
D:505 511 500
D:504 502 497
D:504 497 504
D:505 505 499
D:504 494 504
D:504 521 498
D:506 526 505
D:505 547 508
D:508 540 508
D:508 508 500
D:505 481 497
D:505 463 502
D:504 546 502
D:506 543 502
D:505 522 507
D:508 624 504
D:504 519 492
D:504 433 494
D:504 510 502
D:504 480 504
D:505 468 499
D:504 493 507
D:507 507 504
D:505 494 504
D:504 593 506
D:504 527 504
D:504 476 499
D:508 513 506
D:508 451 511
D:504 468 508
D:504 520 510
D:504 773 521
D:504 560 502
D:505 408 498
D:502 448 494
D:499 584 515
D:505 675 515
D:504 406 504
D:504 483 505
D:505 617 502
D:504 371 499
D:504 496 505
D:505 387 489
D:499 404 496
D:498 556 502
D:498 732 508
D:499 440 497
D:500 384 499
D:501 478 499
D:500 415 511
D:504 473 510
D:504 505 493
D:504 524 492
D:504 622 508
D:504 652 508
D:502 526 496
D:500 353 491
D:500 480 502
D:505 414 499
D:504 472 504
D:502 537 504
D:501 516 504
D:504 449 502
D:505 492 499
D:505 536 508
D:508 568 508
D:504 448 497
D:504 451 497
D:504 486 504
D:508 551 511
D:510 472 504
D:511 466 504
D:508 472 504
D:508 514 508
D:510 572 507
D:508 494 502
D:504 482 504
D:508 492 502
D:505 555 508
D:508 564 505
D:505 440 504
D:508 451 499
D:506 462 500
D:508 499 502
D:508 505 504
D:508 486 501
D:508 489 499
D:507 499 496
D:504 520 496
D:504 504 496
D:504 508 497
D:504 499 502
D:507 497 499
D:506 496 497
D:504 499 499
D:504 504 502
D:506 504 500
I:a b c
D:505 497 499
D:507 515 499
D:505 489 499
D:505 489 500
D:505 492 504
D:505 501 504
D:505 520 504
D:508 512 504
D:510 481 504
D:508 488 504
D:505 497 502
D:505 497 504
D:510 484 504
D:510 496 504
D:510 510 504
D:511 499 502
D:511 497 505
D:514 504 505
D:513 511 505
D:513 508 504
D:511 504 505
D:513 502 505
D:513 505 507
D:515 506 504
D:514 508 504
D:513 510 504
D:512 511 506
D:512 511 504
D:511 510 504
D:511 511 504
D:511 508 505
D:511 510 504
D:511 511 505
D:512 511 505
D:512 512 506
D:511 510 505
D:510 510 504
D:508 508 504
D:508 508 502
D:510 508 504
D:511 508 505
D:511 508 508
D:511 508 504
D:511 504 504
D:511 504 504
D:511 505 508
D:512 505 505
D:511 504 504
D:511 504 505
D:512 504 507
D:512 504 506
D:512 502 505
D:511 504 504
D:512 500 508
D:511 502 505
D:511 501 507
D:510 499 507
D:511 499 507
D:510 499 507
D:510 499 510
D:510 501 510
D:511 499 508
D:512 501 508
D:512 500 510
D:513 499 508
D:513 502 508
D:512 499 508
D:511 496 508
D:511 497 507
D:510 497 508
D:511 499 508
D:510 499 508
D:508 499 508
D:508 499 507
D:508 499 509
D:508 499 505
D:508 497 504
D:508 497 504
D:508 498 502
D:508 501 502
D:508 502 504
D:508 504 500
D:505 504 504
D:505 504 504
D:506 502 505
D:505 502 502
D:506 502 502
D:506 500 499
D:508 501 504
D:508 499 502
D:508 499 502
D:505 499 504
D:507 501 504
D:505 500 504
D:507 501 502
D:505 502 504
D:507 504 504
D:508 504 504
D:507 504 502
D:505 504 504
I:a b c
D:507 502 506
D:508 500 504
D:509 504 505
D:508 500 504
D:507 502 502
D:508 504 505
D:508 504 506
D:510 504 507
D:512 504 508
D:510 499 508
D:511 499 508
D:511 500 505
D:510 499 504
D:508 499 505
D:508 504 506
D:508 500 505
D:510 504 508
D:508 508 505
D:508 504 508
D:508 504 507
D:508 504 504
D:508 508 501
D:508 513 504
D:506 508 502
D:504 498 499
D:508 504 502
D:507 501 504
D:505 483 500
D:504 489 499
D:504 499 500
D:504 504 499
D:505 508 502
D:505 537 504
D:508 556 506
D:508 531 504
D:508 496 501
D:505 456 502
D:505 499 504
D:507 496 504
D:507 472 499
D:505 496 499
D:506 524 506
D:504 489 496
D:504 472 502
D:508 484 502
D:508 499 501
D:508 505 505
D:505 528 508
D:508 519 502
D:505 511 507
D:505 515 511
D:508 510 515
D:508 531 515
D:510 527 511
D:508 484 504
D:508 481 504
D:507 499 511
D:509 556 508
D:508 540 505
D:508 504 499
D:504 448 499
D:504 470 496
D:504 512 502
D:507 509 504
D:508 579 508
D:508 579 505
D:504 444 504
D:504 496 504
D:504 484 500
D:504 488 496
D:504 531 498
D:504 496 499
D:504 671 511
D:502 434 496
D:499 451 489
D:499 465 496
D:504 611 508
D:507 788 510
D:505 551 483
D:498 323 483
D:499 374 501
D:501 446 502
D:500 572 508
D:504 466 500
D:499 624 500
D:504 499 508
D:505 385 502
D:502 444 496
D:499 496 504
D:504 655 513
D:505 647 513
D:500 440 486
D:496 400 496
D:500 434 505
D:504 486 507
D:505 688 512
D:505 415 508
D:502 510 499
D:504 508 505
D:508 455 508
I:a b c
D:508 444 497
D:504 496 504
D:508 691 515
D:508 518 510
D:505 492 504
D:504 451 501
D:504 480 505
D:502 467 500
D:505 505 505
D:508 472 496
D:504 536 496
D:504 512 504
D:505 527 498
D:505 547 508
D:504 582 496
D:504 444 494
D:502 448 496
D:504 465 502
D:505 563 507
D:505 472 499
D:504 494 504
D:505 537 502
D:505 496 499
D:504 489 497
D:505 504 498
D:505 487 499
D:505 493 502
D:505 517 504
D:506 556 504
D:505 492 502
D:507 475 500
D:507 476 499
D:506 494 500
D:507 499 504
